ID,NES
CREB1,-1.3641731329494169
JUN,1.9163382346575244
TEAD1,-1.7988990163084746
FOS,-1.5748482725059223
RXRA,-1.2974001016082368
PBX3,-1.9158982020727933
MYC,1.9934736812563052
RARA,-3.0619030102716094
PPARG,0.5677142511124033
PAX6,-1.3937346811295617
SMAD2,-0.02812668443166477
VDR,-0.7840217756544887
SP1,1.6908450753419542
RFX5,2.9405526566706754
ETS1,1.2779354571397814
EPAS1,4.9590064870200115
E2F4,3.9523041820198763
NFE2L2,0.5307577528938209
ARNT,-0.4138448451066726
E2F7,1.2759623277858247
HIF1A,4.376745650485692
TCF25,-2.6262718971985533
BACH1,0.6421282110992846
CTCF,-4.1431733722471735
FOXA1,-1.7966362012686818
MEF2A,-0.444275872555218
CEBPA,-1.1761153399608928
TFAP2C,-8.027075321785325
MEF2C,0.978427265915967
ZNF639,1.3523519185043205
MEF2B,-0.1612383894118537
TFAP2A,-2.4608011151003457
GATA3,-2.370106763761054
MYB,0.4491558608315755
E2F1,0.9582812754913248
NFKB1,3.6301510097129808
STAT1,2.9759876618903713
EBF1,-0.47043276142081675
RBPJ,2.4618115144477484
IRF4,0.8772968585618701
TCF12,-1.153492454629353
TBX21,1.0606087597082325
TCF7L2,-1.4160697705776153
FOXP1,-0.6621923126448078
ESR1,-5.067662234438857
RELA,1.8208000502469708
FOXA2,-2.130179566557815
MITF,0.2100173314756451
ONECUT1,-1.3616773533809325
LEF1,-0.9849183590200155
MAFF,-3.144433917047465
GATA2,-1.0069512499870812
NR3C1,-0.8888263699514506
MAFG,-1.3227825885927333
NR2F2,-1.0240256855496062
PBX2,-2.4342387411517166
MEIS2,-1.8290764502740655
THAP11,0.05361965188099116
SOX10,-1.5247321663306617
SOX6,-1.5287173723846823
EGR1,-2.0211766132128486
SRF,-1.6448200544770364
USF2,-0.27106493112226515
JUND,0.17584025861197367
TP53,-1.2139551691693067
ATF1,-1.7923305597643366
WT1,-0.011072882261287189
ETS2,4.633021092434348
ELK1,-0.34916022725311646
HNF4A,-3.968182634427569
NFYA,-2.0391207021247464
RELB,0.1316465754548036
FOXO3,-1.1078534850501707
FOXO1,-0.9484204829317714
IRF1,4.540670735234556
CEBPB,-1.2155050973487975
SPI1,5.097578497768146
MYOD1,-2.4163642895550823
ZNF263,-7.433553944770007
YY1,-0.8710486175911709
PDX1,-0.7959827941221647
PGR,-1.375857263023988
FOXM1,4.674100042714564
TBP,0.008468532450905555
NR5A2,-1.4819011939746012
RFX1,-3.3372515779197007
SIX5,-3.891342062236314
IRF3,-4.534512689784447
USF1,1.4376724360157578
FOSL2,0.9959170807156726
SMAD3,-0.4873086676775211
SMAD4,-0.9116915085260585
ESR2,-0.5337013591889209
NR4A1,-1.629382122840162
CEBPD,1.3190150477817737
PRDM1,-0.03471214434185708
NFKB2,1.0006510557122592
ZFX,-0.5185679516519869
TAL1,-0.8297063821288487
BCL3,0.982367097164222
GATA1,-0.6531548130024593
MYBL2,0.5805630661791782
RUNX1,1.8115466753393047e-4
NFIC,-1.666957323170329
SP3,2.131989115417697
POU2F1,0.511875634457676
POU2F2,2.504692509383731
NFATC1,0.4505749490748779
SOX2,-2.848473588488922
TCF4,-1.7171047560563788
ATF2,1.7374304605476283
AR,-0.5243810303523511
NFYB,0.9742353600800182
SREBF1,-3.4213270834231935
SREBF2,-4.344034982480911
E2F6,-1.1508357222791556
TP73,-0.9376408018773358
ELF3,-1.5298927074654007
CREM,-1.3490347893350565
BACH2,1.3444395725985712
ESRRA,-4.6171592597533575
TP63,-2.913699925167828
KLF4,-0.5344703300343636
ATF7,-1.9545414465893132
NFE2L1,-1.5264282424026032
SOX11,-1.6216064745916927
BATF,3.637119101082293
JUNB,0.13531268433994637
STAT3,2.3543262793726
FLI1,1.880384166608849
AHR,1.7891505276046173
STAT2,6.328491295648034
GATA6,-2.3323221292289285
ATF3,0.33510151190134824
KLF6,0.18581824290481552
ATF4,0.683623845199365
RUNX3,2.5452970479351755
HMBOX1,0.18394028403435672
LYL1,4.577214188817085
ZEB2,2.0357962441437554
TCF7,1.374923321254251
PAX5,0.4478509953551102
STAT5A,1.5735094711789213
HSF1,-2.8067653336912888
ZBTB7A,-5.663640518210713
BCL6,-0.8622711854693246
SIX2,-2.6253328082154366
ZNF384,-1.1186636573354365
POU5F1,-2.658274548090613
GFI1B,-0.721355643388385
HNF4G,-2.038544831947607
SOX9,-5.646483349671303
ELF1,0.48692475406207236
FOXK2,-1.4389893813185173
SNAI2,-1.7640600707266354
RUNX2,0.9159585220707053
TEAD4,-1.4484543966075283
PRDM14,-6.186473545873055
THAP1,-3.2124725174698607
NR2F6,-1.6300864444557102
KLF5,-3.241745384867896
KLF9,-2.5038145731591364
MYCN,-0.520495206932259
FOSL1,1.44368867013116
TCF3,-0.4282001643289072
NRF1,-3.4634216225006407
TAF1,-0.9232226094234801
HBP1,0.6236150542451763
ZBTB33,1.8648996345615512
GRHL2,-3.6594630194901785
ZEB1,-1.4731155902912068
BCL11A,0.04240926895045522
NFE2,0.491200688432106
PKNOX1,-1.763925108612506
IKZF1,1.954313840923074
SNAPC4,-4.094998396410384
MEIS1,-1.5915454431849851
ETV4,0.036230251911040574
STAT5B,1.7250685669518913
SPIB,1.8828383073454054
ERG,0.5695597010182912
MNT,-1.8946648157679797
TBXT,-2.517099895589295
IRF9,-0.06554719090864426
TWIST1,-0.17959701922381996
FOXP2,0.421288760984897
MAFB,-0.5306073554034076
ZKSCAN1,-0.7287726299944249
REST,-0.2077502563107961
BHLHE40,-0.3700947535140862
ARID2,-0.376412156370021
NCOR2,-1.6017156058825268
NR2F1,-3.7288330264858582
CDX2,-1.789726944209421
MXI1,-1.8927921763066857
CLOCK,-1.891922777337758
KMT2A,-1.2768288630133746
ETV1,-1.2475469718444634
CUX1,-1.9113866467323122
HNF1B,-2.5096608244260445
TFAP4,-3.730467074218558
IRF2,1.1848682870965663
GABPA,0.3659619156915122
TFDP1,2.9331968471234218
NR2C2,-0.33506622848030265
SP4,-1.2354710509801348
NONO,-0.9997220071775298
MAX,-1.7929768868326381
NANOG,-2.6274900263462824
MAZ,-2.9120848913805366
MAFK,-2.2987622862849926
HOXB13,-1.5260390563691357
MAF,0.20474477541028677
KLF13,-2.4412992023476625
KLF1,-1.880717577386264
DUX4,-0.44491878724541095
MTA2,-1.3835253665062577
CEBPG,0.40580805619144406
POU4F2,-0.44866564695567385
CTCFL,-1.8543676316686974
SOX13,-2.6116325144290835
ZNF740,-3.586440783339141
TEAD2,-1.1071005183760552
ASCL1,-1.9369679864948333
FOXJ2,-0.09745266844890067
ZNF143,-1.050553932927152
MTA1,-5.7756401503467725
MBD1,-4.1927163873969
